emotion,Prompt,EA-bart-base,EA-t5-base
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA Effort NoCERT: I felt,I felt sick when I should have helped,I felt ... when I lied to my parents about where I was.
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA Effort NoCERT: I felt,I felt a bit of guilt for not going to my child's school on time,I felt ... when I gave my child a hug and told him he loved me for the
guilt,generate guilt NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I felt,I felt somewhat due to being mistreated in the workplace,I felt ... when I ate a lot of food
guilt,generate guilt NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I felt,I felt a little... when I was younger and I lied to my parents because I had knowledge,I felt ... when I walked out the door without washing my hands.
guilt,generate guilt NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I felt,I felt sick when I was younger and I lied to my parents because I had knowledge of,I felt ... when I did something wrong
guilt,generate guilt NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I felt,I felt degrading myself to such a low level and what my family would think if they,I felt ... when I walked out the door without looking and I felt like I was being 
guilt,generate guilt NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I felt,I felt a bit of... when I was younger and I lied to my parents because I had,I felt ... when I walked home from work and saw a homeless person who needed help.
guilt,generate guilt NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I felt,I felt somewhat due to being mistreated in the workplace,I felt ... when I ate a lot of food
guilt,generate guilt NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I felt,I felt degrading myself to such a low level and what my family would think if they,I felt ... when I walked out the door to pick up my child from school
guilt,generate guilt NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I felt,"I felt too shy to say hi to a kid that I was friends with last year, because",I felt ... when I ate my food
guilt,generate guilt NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I felt,I felt sick when I was younger and I lied to my parents because I had knowledge of,I felt ... when I ate out
guilt,generate guilt NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I felt,I felt a little... when I was younger and I lied to my parents because I had knowledge,I felt ... when I walked home from work and saw a homeless person who needed help.
guilt,generate guilt NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I felt,I felt somewhat due to being mistreated in the workplace,I felt ... when I ate a lot of food
guilt,generate guilt NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I felt,I felt a little... when I was younger and I lied to my parents because I had knowledge,I felt ... when I walked out the door without washing my hands.
guilt,generate guilt NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I felt,I felt a bit of... when I was younger and I lied to my parents because I had,I felt ... when I walked home from work and saw a homeless person who needed help.
guilt,generate guilt NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I felt,I felt a little... when I handed my car of 17 years over to a scrap dealer!,I felt ... when I walked out the door to pick up my child from school
guilt,generate guilt NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I felt,I felt degrading myself to such a low level and what my family would think if they,I felt ... when I did something wrong
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I felt,I felt somewhat due to being mistreated in the workplace,I felt ... when I ate a lot of food
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I felt,I felt too drunk and spent money on items when I couldn’t afford it,I felt ... when I walked out the door to pick up my child from school
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I felt,I felt stuck away from home with no ride for over a week longer than planned.,I felt ... when I walked out the door to pick up my child from nursery
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I felt,I felt sick when I should have helped,I felt ... when I lied to my friend about something I had done
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I felt,I felt too drunk and spent money that should have been put towards my wedding on a vacation,I felt ... when i lied to my parents about where I was going
guilt,generate guilt Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I felt,I felt somewhat due to being mistreated in the workplace,I felt ... when I lied to my friend about something I had done
guilt,generate guilt Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I felt,I felt stuck away from home with no ride for over a week longer than planned.,I felt ... when I lied to my parents about where I was going
guilt,generate guilt Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I felt,I felt too drunk and spent money on items when I couldn’t afford it,I felt ... when I walked out the door to pick up my child from school
guilt,generate guilt Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I felt,I felt betrayed my trust by telling someone I trusted with everything.,I felt ... when I lied to my parents about where I was.
guilt,generate guilt Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I felt,I felt sick when I was arrested as a teenager,I felt ... when I ate a lot of food
guilt,generate guilt Attention Responsibility NoCONT NoCIRC NoPLEA Effort NoCERT: I felt,I felt somewhat due to being mistreated in the workplace,I felt ... when I lied to someone about something I had done
guilt,generate guilt Attention Responsibility NoCONT NoCIRC NoPLEA Effort NoCERT: I felt,I felt sick when I was arrested as a teenager,I felt ... when I gave my child a hug and told him he loved me
guilt,generate guilt Attention Responsibility NoCONT NoCIRC NoPLEA Effort NoCERT: I felt,I felt a lot of... when I was arrested as a teenager,I felt ... when I gave my child a hug and told him he loved me for the
guilt,generate guilt Attention Responsibility NoCONT NoCIRC NoPLEA Effort NoCERT: I felt,I felt ... when I purposely offend my employee,I felt ... when I lied to my parents about where I was going
guilt,generate guilt Attention Responsibility NoCONT NoCIRC NoPLEA Effort NoCERT: I felt,I felt a bit of... when I was arrested as a teenager,I felt ... when I lied to my parents about where I was.
guilt,generate guilt Attention NoRESP Control NoCIRC NoPLEA Effort Certainty: I felt,I felt somewhat due to being mistreated in the workplace,I felt ... when I lied to my friend about something I had done
guilt,generate guilt Attention NoRESP Control NoCIRC NoPLEA Effort Certainty: I felt,I felt degrading myself to such a low level and what my family would think if they,I felt ... when I walked out the door to pick up my child from school
guilt,generate guilt Attention NoRESP Control NoCIRC NoPLEA Effort Certainty: I felt,I felt sick when I was younger and I lied to my parents because I had knowledge of,I felt ... when I lied to my parents about where I was going
guilt,generate guilt Attention NoRESP Control NoCIRC NoPLEA Effort Certainty: I felt,"I felt too shy to say hi to a kid that I was friends with last year, because",I felt ... when I lied to my parents about where I was.
guilt,generate guilt Attention NoRESP Control NoCIRC NoPLEA Effort Certainty: I felt,I felt ... when I was younger and I lied to my parents because I had knowledge of some,I felt ... when I walked out of a class because I didn’t want to be
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I felt,I felt somewhat due to being mistreated in the workplace,I felt ... when I ate a lot of food
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I felt,I felt too drunk and spent money on items when I couldn’t afford it,I felt ... when I lied to someone about something I had done
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I felt,I felt sick when I should have helped,I felt ... when I did something wrong
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I felt,I felt too drunk and said a bunch of stupid stuff to my friends.,I felt ... when I walked out the door without looking and I felt like I was being 
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I felt,I felt a little... when I was arrested as a teenager,I felt ... when I walked out of a class because I didn’t want to be
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness Effort Certainty: I felt,I felt ... when I handed my car of 17 years over to a scrap dealer! My car,I felt ... after a long time apart due to COVID-19
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness Effort Certainty: I felt,I felt ... when I completed a project at work,I felt ... when I walked home after a day at work with no phone signal
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness Effort Certainty: I felt,I felt feeling... when I handed my car of 17 years over to a scrap dealer!,I felt my child being able to walk again after a long time apart due to covid
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness Effort Certainty: I felt,I felt ... when I completed an assignment for my degree and I was offered a first. I,I felt ... when I saw my daughter at the beach with her boyfriend and we went for a
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness Effort Certainty: I felt,I felt ... when I received a message to let me know that one of my very good friends,I felt ... when I was able to complete a project at work.
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness NoEFFO Certainty: I felt,I felt feeling... after a long time apart due to COVID-19,I felt ... when I walked home after a day at work with my family
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness NoEFFO Certainty: I felt,I felt ... anticipating my return to work after a two year absence from one another,I felt ... after a long time apart due to COVID-19
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness NoEFFO Certainty: I felt,I felt ... anticipating seeing my best friend after her being away for a long time,I felt my child be able to walk again after a long time apart due to COVID
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness NoEFFO Certainty: I felt,I felt ... when my partner told me he loved me for the first time,I felt ... when I walked home after a day at work with my family.
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness NoEFFO Certainty: I felt,I felt ... when I completed a project at work,I felt ... when I walked home after a day at work with no phone or internet connection
joy,generate joy NoATTE NoRESP NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I felt,I felt ... when I handed my car of 17 years over to a scrap dealer! My car,I felt ... when I walked home after a day at work with my family
